overview,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western
"Reeling from her mother's recent death, Ruby Lee Gissing relocates to Florida to start anew. After finding a job at a souvenir store, Ruby becomes friends with the shop's owner, Mildred Chambers, and slowly acclimates to her new surroundings. Before long, she's juggling the affections of Mildred's Lothario son, Ricky, and the good-natured Mike. As she wavers between Ricky and Mike, Ruby also tries to come to terms with her past.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Rudy grew up in a steel mill town where most people ended up working, but wanted to play football at Notre Dame instead. There were only a couple of problems. His grades were a little low, his athletic skills were poor, and he was only half the size of the other players. But he had the drive and the spirit of 5 people and has set his sights upon joining the team.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Matthew, a young schizophrenic, finds himself out on the street when a slumlord tears down his apartment building. Soon, he finds himself in even more dire straits, when he is threatened by Little Leroy, a thug who is one of the tough denizens of the Fort Washington Shelter for Men. He reaches out to Jerry, a streetwise combat veteran, who takes Matthew under his wing as a son. The relationship between these two men grows as they attempt to conquer the numbing isolation of homelessness.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Jean is young, gay, and promiscuous. Only after he meets one or two women, including Laura does he come to realize his bisexuality. Jean has to overcome a personal crisis and a tough choice between Laura and his male lover Samy.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"When his star recruit botches a Major League Baseball debut, humiliated talent scout Al Percolo (Albert Brooks) gets banished to rural Mexico, where he finds a potential gold mine in the arm of young phenom Steve Nebraska (Brendan Fraser). Soon, the Bronx Bombers put a $55 million contract on the table -- provided a psychiatrist (Dianne Wiest) can affirm Nebraska's mental stability. Watch for Yankees owner George Steinbrenner's cameo.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A prepubescent chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The difficult relationship between a british postal officer and his adoptive son.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"A young British girl born and reared in India loses her neglectful parents in an earthquake. She is returned to England to live at her uncle's castle. Her uncle is very distant due to the loss of his wife ten years before. Neglected once again, she begins exploring the estate and discovers a garden that has been locked and neglected. Aided by one of the servants' boys, she begins restoring the garden, and eventually discovers some other secrets of the manor.",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"A picture perfect middle class family is shocked when they find out that one of their neighbors is receiving obscene phone calls. The mom takes slights against her family very personally, and it turns out she is indeed the one harassing the neighbor. As other slights befall her beloved family, the body count begins to increase.",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Based on the 1930's comic strip, puts the hero up against his arch enemy, Shiwan Khan, who plans to take over the world by holding a city to ransom using an atom bomb. Using his powers of invisibility and ""The power to cloud men's minds"", the Shadow comes blazing to the city's rescue with explosive results.",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"C.S. Lewis, a world-renowned writer and professor, leads a passionless life until he meets spirited poet Joy Gresham",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Multi-storied, fish-eyed look at American culture with some 22 characters intersecting--profoundly or fleetingly--through each other's lives. Running the emotional gamut from disturbing to humorous, Altman's portrait of the contemporary human condition is nevertheless fascinating. Based on nine stories and a prose poem by Raymond Carver.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"When Michael McCann is thrown over by the woman he loves, he becomes something of a misanthrope and a miser, spending all of his spare money on collectible gold coins. Living in the same town is an affluent family with two sons: John and Tanny. Tanny's a wild boy, whom John cannot control, and one night he breaks into McCann's house, and steals the gold and disappears, which nearly confirms McCann's distrust of mankind. But then, a mysterious young woman dies in the snow outside McCann's house, and her small daughter makes her way to McCann's house and into McCann's life and heart. He names her Matilda, and raises her, finding companionship and a new joy in life with his adopted daughter. But the secret of Matilda's birth may tear them apart.",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"In 1930s Australia, Anglican clergyman Anthony Campion and his prim wife, Estella, are asked to visit noted painter Norman Lindsay, whose planned contribution to an international art exhibit is considered blasphemous. While Campion and Lindsay debate, Estella finds herself drawn to the three beautiful models sitting for the painter's current work, freethinking Sheela, sensual Pru and virginal Giddy.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"The story of a young, gay black con artist who, posing as the son of Sidney Poitier, cunningly maneuvers his way into the lives of a white, upper-class New York family.",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
A young boy who tries to set his dad up on a date after the death of his mother. He calls into a radio station to talk about his dad’s loneliness which soon leads the dad into meeting a Journalist Annie who flies to Seattle to write a story about the boy and his dad. Yet Annie ends up with more than just a story in this popular romantic comedy.,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
A women moves into an apartment in Manhattan and learns that the previous tenant's life ended mysteriously after the tenant fell from the balcony.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"Country girl Rebecca has spent most of her life on a farm in South Dakota, and, when she goes away to college in Los Angeles, Rebecca immediately feels out of place in the daunting urban setting. She is befriended by a savvy party animal named Crawl, who convinces the ambivalent Rebecca to stay in the city. When Thanksgiving break rolls around, Rebecca, no longer an innocent farm girl, invites Crawl back to South Dakota, where he pretends to be her fiancé.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Just after a bad breakup, Charlie MacKenzie falls for lovely butcher Harriet Michaels and introduces her to his parents. But, as voracious consumers of sensational tabloids, his parents soon come to suspect that Harriet is actually a notorious serial killer -- ""Mrs. X"" -- wanted in connection with a string of bizarre honeymoon killings. Thinking his parents foolish, Charlie proposes to Harriet. But while on his honeymoon with her, he begins to fear they were right.",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop, and goes on the record with his allegations. Demoted to water-way duty Tom, along with new partner Jo Christman, navigate the three rivers looking for clues and discovering bodies. This time the victims are women Tom knows, he must find the killer to prove his innocence.",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Diane is a sophisticated trainee on the New York Stock Exchange who is suddenly kidnapped and held captive in a North African desert hideaway by Selim, an Arab mogul.",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"Mario and Luigi, plumbers from Brooklyn, find themselves in an alternate universe where evolved dinosaurs live in hi-tech squalor. They're the only hope to save our universe from invasion by the dino dictator, Koopa.",0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Mason is a man down on his luck with nothing to lose when he's approached to lead a group of wealthy hunters on an expedition in the Pacific Northwest. But things get really twisted when Mason discovers the group isn't after wild animals -- they're after him.,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A maverick skydiver and a former KGB agent team up to stop the Russian mafia from stealing gold.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"A collection of vignettes highlighting different aspects of the life, work, and character of the acclaimed Canadian classical pianist.",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Eddy and Stuart share two-thirds of a dormitory suite. Due to bureaucratic error, a woman named Alex is added to their room. At first, relations among the three are tense. Soon, however, Alex falls for Eddy, and Stuart lusts after Alex.",0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"D'Artagnan travels to Paris hoping to become a musketeer, one of the French king's elite bodyguards, only to discover that the corps has been disbanded by conniving Cardinal Richelieu, who secretly hopes to usurp the throne. Fortunately, Athos, Porthos and Aramis have refused to lay down their weapons and continue to protect their king. D'Artagnan joins with the rogues to expose Richelieu's plot against the crown.",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.",1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"Valerie is a juror in the trail of a mob boss. When her young son's life is threatened, she has no option other than to see that justice isn't done.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"A behind-the-scenes documentary about the Clinton for President campaign, focusing on the adventures of spin doctors James Carville and George Stephanopoulos.",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Tyler knows a lot about accidents. So much so, he is scared to do anything that might endanger him, like riding his bike, or climbing into his treehouse. While in an old library, he is mystically transported into the unknown world of books, and he has to try and get home again. Along the way he meets some interesting characters, like Fantasy, Adventure, and Horror... Written by Colin Tinto",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
A writer has torrid fantasy affairs with young men.,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"This lyrical, modern-day film noir finds cynical hit man Mick (Anthony LaPaglia) tiring of his job and asking his boss, mob kingpin George (Peter Boyle), for time off. George gives him the assignment of his life, however, prompting Mick's soul-searching to reach new heights. Mick is asked to kill the sultry Fiona (Mimi Rogers), who owes George money and claims she wants to die. But as Mick spends time with her, he finds himself falling for her.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
An unattractive 7th grader struggles to cope with suburban life as the middle child with un-attentive parents and bullies at school.,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"It's mid 19th century, north of France. The story of a coal miner's town. They are exploited by the mine's owner. One day the decide to go on strike, and then the authorities repress them",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Military men Rock Reilly and Eddie Devane are tasked with taking a prisoner, blonde bombshell Toni Johnson, on what becomes an unforgettable road trip. Toni, an enlistee who's in trouble for deserting her unit, soon proves that she's craftier than most inmates.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Faced with his own mortality, an ingenious alchemist tried to perfect an invention that would provide him with the key to eternal life. It was called the Cronos device. When he died more than 400 years later, he took the secrets of this remarkable device to the grave with him. Now, an elderly antiques dealer has found the hellish machine hidden in a statue and learns about its incredible powers. The more he uses the device, the younger he becomes...but nothing comes without a price. Life after death is just the beginning as this nerve-shattering thriller unfolds and the fountain of youth turns bloody.",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"Naked in New York begins in the car of grown up Jake, he is talking to us about his girlfriend, Joanne, (watch for the facial expressions) and to whom you can turn to for help while facing life ('your parents, nyaa, I don't think so'). From there it flashes back to his memories of his parents, college, house across from a squirrel infested peanut factory, best friend, writing career and Joanne.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Kika, a young cosmetologist, is called to the mansion of Nicolas, an American writer to make-up the corpse of his stepson, Ramon. Ramon, who is not dead, is revived by Kika's attentions and she then moves in with him. They might live happily ever after but first they have to cope with Kika's affair with Nicolas, the suspicious death of Ramon's mother and the intrusive gaze of tabloid-TV star and Ramon's ex-psychologist Andrea Scarface.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"A group of women of Indian descent take a trip together from their home in Birmingham, England to the beach resort of Blackpool.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"The Chairman of the Minnesota Twins passes away and in his will, leaves his grandson, Billy Heywood, ownership of the team. Billy appoints himself the new manager. But will the proud, arrogant arrogant players of the team, be willing to take orders and tactics from a 12 year old boy?",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Stocholm in the 1920s. Young Roland lives with his socialist father, Jewish mother and a boxing brother. His mother sells condoms illegally, and from them, Roland makes slingshots which he sells. His rebellious ways has gotten him the special attention of his school teacher, who always makes sure that Roland is punished. Roland also tries to make extra money by repairing bicycles, a successful business that in the end lands him in hot water.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Diana and Deric have an ideal marriage: they thrive in each other's company, they're funny, and they enjoy their two grown children and Deric's dotty mother; the trouble is, Diana can no longer walk and her malady defies medical diagnosis. To care for Diana, Deric is letting his business slide, but at a civic luncheon, he is seated next to Aileen Armitage, a novelist who is blind. They have a nice time, and on the sly, Diana contacts Aileen to made an odd request. Diana's declining health and her resolve bring this triangle of unlikely friends to a surprising place.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
A French football playing exchange student falls in love.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"A bureaucratic snafu sends Marco Tullio Sperelli, a portly, middle-aged northern Italian, to teach third grade in a poor town outside Naples",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Bright young student Raymond Aibelli is forced to sidetrack an important medical internship because his mother, Susan, is recovering from a broken leg. When he isn't tasked with the most mundane aspects of Susan's recuperation, Raymond finds distraction in a neighborhood girl, Toni Peck. But, as Susan begins relying on her son for both physical and emotional needs, Raymond starts developing disturbing and unwanted new yearnings.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Spanky, Alfalfa, Buckwheat, and the other characters made famous in the Our Gang shorts of the 1920s and 1930s are brought back to life in this nostalgic children's comedy. When Alfalfa starts to question his devotion to the club's principles after falling for the beautiful nine-year old Darla, the rest of the gang sets out to keep them apart.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Fausto enters an orphanage and is initially bullied, but then makes friends with a new bunkmate, Raymond. He is apprenticed to Mietek, a tailor in the Jewish quarter, who teaches him the trade. Fausto charms everyone in the quarter, and falls in love with Tonie, the mechanic's daughter. He starts making outrageous suits for publicity and, after dressing Tonie, decides that he wants to be a famous couturier.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The true story of how a marine seal named Andre befriended a little girl and her family, circa 1962.",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"The film shows the difficulties of an honest, imperiled judge and his bodyguard of four men, trying to clean up a Sicilian town. Corrupt local politicians, working hand-in-hand with the Mafia, will stop at nothing to prevent exposure of their rackets.",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Bristol, England, early 19th century. A beautiful young stranger who speaks a weird language is tried for the crime of begging. But when a man claims that he can translate her dialect, it is understood that the woman is a princess from a far away land. She is then welcomed by a family of haughty aristocrats that only wants to heighten their prestige. However, the local reporter is not at all convinced she is what she claims to be and investigates. Is Caraboo really a princess?",0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"This documentary highlights the historical contexts that gays, lesbians, bisexuals and transgenders have occupied in cinema history, and shows the evolution of the entertainment industry's role in shaping perceptions of LGBT figures. The issues addressed include secrecy – which initially defined homosexuality – as well as the demonization of the homosexual community with the advent of AIDS, and finally the shift toward acceptance and positivity in the modern era.",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Lola is pregnant. But she does not know who the father is : Jamal, the black muslim, son of diplomats, or Felix, the pennyless jewish messenger. Jamal and Felix meet at Lola's, and the race begins.",0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Writer/director/actor Nanni Moretti offers a three-part film diary which takes a sharply satiric look at Italian life.,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Leonor, a widow in a small South American town, gives birth to Charlotte, a dwarf. The mother not only provides a rich childhood for her daughter, she erases any clues her daughter might see that would lead her to think she is different (mother burns books such as ""Snow White"" and destroys lawn statues of gnomes). In short, she doesn't want to talk about it. The mother succeeds in creating a modern-day Rapunzel: Charlotte becomes an accomplished young woman who captures the heart of Ludovico. But then, the circus comes to town.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"The original 70's TV family is now placed in the 1990's, where they're even more square and out of place than ever.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Sam Wheat is a banker, Molly Jensen is an artist, and the two are madly in love. However, when Sam is murdered by his friend and corrupt business partner Carl Bruner over a shady business deal, he is left to roam the earth as a powerless spirit. When he learns of Carl's betrayal, Sam must seek the help of psychic Oda Mae Brown to set things right and protect Molly from Carl and his goons.",0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
"Princess Jasmine grows tired of being forced to remain in the palace and she sneaks out into the marketplace  in disguise where she meets street-urchin Aladdin and the two fall in love, although she may only marry a prince. After being thrown in jail, Aladdin and becomes embroiled in a plot to find a mysterious lamp with which the evil Jafar hopes to rule the land.",0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Wounded Civil War soldier, John Dunbar tries to commit suicide – and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
A private eye helps an amnesiac CIA agent elude mobsters who don't want him to regain his memory of their drug operation.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"FBI trainee, Clarice Starling ventures into a maximum-security asylum to pick the diseased brain of Hannibal Lecter, a psychiatrist turned homicidal cannibal. Starling needs clues to help her capture a serial killer. but her Faustian relationship with Lecter soon leads to his escape, and now two deranged killers are on the loose.",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
"Lonely toymaker Geppetto has his wishes answered when the Blue Fairy arrives to bring his wooden puppet Pinocchio to life. Before becoming a real boy, however, Pinocchio must prove he's worthy as he sets off on an adventure with his whistling sidekick and conscience, Jiminy Cricket. From Stromboli's circus to Pleasure Island, Pinocchio is tested by many temptations, but slowly learns how to navigate right from wrong. With a few mishaps along the way, Geppetto's ""little woodenhead"" finally gets it right, proving that when you wish upon a star dreams really can come true!",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"When millionaire wheeler-dealer Edward Lewis enters a business contract with Hollywood hooker Vivian Ward, he loses his heart in the bargain in this charming romantic comedy. After Edward hires Vivian as his date for a week and gives her a Cinderella makeover, she returns the favor by mellowing the hardnosed tycoon's outlook. Can the poor prostitute and the rich capitalist live happily ever after?",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Nikolai (played by Sergei Dontsov) has been fired from his job as a music teacher and has to live in the gym until he finds a place to stay. Finally, he gets a communal room in the apartment of Gorokhov (Victor Mikhalkov). The room's previous inhabitant, an old lady, has died a year ago, and yet her cat, Maxi, is still in the locked room, healthy and fat. Soon, Nikolai and his neighbours discover the mystery: there is a window to Paris in the room. That's when the comedy begins - will the Russians be able to cope with the temptation to profit from the discovery?",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Aging outlaw Pike Bishop (William Holden) prepares to retire after one final robbery. Joined by his gang, which includes Dutch Engstrom (Ernest Borgnine) and brothers Lyle (Warren Oates) and Tector Gorch (Ben Johnson), Bishop discovers the heist is a setup orchestrated in part by his old partner, Deke Thornton (Robert Ryan). As the remaining gang takes refuge in Mexican territory, Thornton trails them, resulting in fierce gunfights with plenty of casualties",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Small-time criminal Watty Watts attempts to rob a convenience store with his drug-addict buddy, Billy Mack Black. The robbery, however, leads to murder, and soon Watty leaves Billy behind and goes on the run with his beloved girlfriend, Starlene. Heading toward Mexico, the fugitive couple gets plenty of media coverage, until there are even more people on their trail. Can Watty and Starlene make it south of the border without getting caught?",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Emerging from the Chinese film renaissance of the 1990s (Raise the Red Lantern, Farewell My Concubine) this haunting folk tale set in rural China in the 1920s tells the story of a young woman forces to grieve the death of a man she was destined to marry. Combining astonishing visuals with intriguing plot turns, this moving drama is not to be missed. When the spirited Young Mistress (Wang Lan) is kidnapped on the way to her arranged wedding, the groom is killed in an explosion in an attempt to rescue her. The peasant charged with her care, Kui (Chang Shih) manages to free her but the groom's bitter mother forces the Young Mistress to honor her agreement by marrying a wooden statue of her son, and staying chaste. Director Jianxin Huang's fascinating exploration of forbidden love and rigid social hierarchy reveals a culture in turmoil, where tradition is taken to cruel extremes and young lovers may not survive.",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"This film about is about three divorced men and their relationships with their ex-wives, their children, and new women in their lives. Donny still carries a torch for his ex, and has trouble relating to his teenage daughter, Emma. Dave can't make a commitment. Vic carries a lot of anger toward his ex, and winds up with the blind date from hell. Needling all of them is a blathering radio psychologist dispensing his advice on the subject of divorce.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Melanie Parker, an architect and mother of Sammy, and Jack Taylor, a newspaper columnist and father of Maggie, are both divorced. They meet one morning when overwhelmed Jack is left unexpectedly with Maggie and forgets that Melanie was to take her to school. As a result, both children miss their school field trip and are stuck with the parents. The two adults project their negative stereotypes of ex-spouses on each other, but end up needing to rely on each other to watch the children as each must save his job. Humor is added by Sammy's propensity for lodging objects in his nose and Maggie's tendency to wander.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"The Candyman moves on to New Orleans and starts his horrific murders once more. This time, his intended victim is a school teacher. Her father was killed by the Candyman, and brother wrongly accused of the murders.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Turn-of-the-century love story centered around a young doctor and the emergence of modern science.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Your favorite talking animals are back! The film focuses on the further adventures of Shadow (voiced by Ralph Waite), Sassy (voiced by Sally Field), and Chance (voiced by Michael J. Fox). Shadow is the old, wise one and presumably the leader of the three. Sassy is the smart-aleck of the bunch, but helpful in times as well. Chance is the young, anxious one who usually gets into trouble and relies o",0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"A glowing orb terrorizes a young girl with a collection of stories of dark fantasy, eroticism and horror.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"In the 22nd century, a scientist attempts to right the wrong his ancestor created: the puzzle box that opens the gates of Hell and unleashes Pinhead and his Cenobite legions",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
"Aspiring architect Tom Thompson is told by mysterious Ruth Abernathy that his best friend, ""Bill,"" has taken his own life. Except that Tom has never met Bill and neither have his incredulous friends. So when Tom foolishly agrees to give the eulogy at Bill's funeral, it sets him on a collision course with Ruth -- who is revealed to be Bill's oversexed mother -- and Julie DeMarco, the longtime crush Tom hasn't seen since they were teens.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Jane Eyre is an orphan cast out as a young girl by her aunt, Mrs. Reed, and sent to be raised in a harsh charity school for girls. There she learns to be come a teacher and eventually seeks employment outside the school. Her advertisement is answered by the housekeeper of Thornfield Hall, Mrs. Fairfax.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"A group of young friends convene in the countryside to shoot a horror movie. But an experiment with LSD sees normal boundaries between them collapsing, and tragedy subsequently striking.",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Italian immigrant tries to become a member of Swiss society but fails as a waiter and even as a chicken plucker. He then becomes involved with shady wealthy character and tries to hide his Italian identity. He refuses to give up no matter how awful his situation.,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children -- Bonfamille's prize family of domesticated house cats -- the butler plots to steal the money and kidnaps the heirs, leaving them out on a country road. All seems lost until the wily Thomas O'Malley Cat and his jazz-playing alley cats come to the Aristocats's rescue.",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Marisa Paredes is Leocadia (""Leo"") Macias, a woman writing “pink” romance novels under the alias of Amanda Gris that are very popular all across Spain. Unlike her romantic novels, her own love life is troubled. Leo has a less than happy relationship with her husband Paco, a military officer stationed in Brussels then later in Bosnia, who is distant both physically and emotionally.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
A young gallerist is in love with two sisters at the same time. In order to solve the problem he decides to invent his own twin-brother.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Jack Cooper (Matt LeBlanc) could be a world-class baseball pitcher if he didn't keep buckling under the pressure. He tries to keep his spirits up after he's traded to a minor league team but loses all hope when he discovers that Ed, one of his teammates, is a chimp. Ed used to be the team mascot, but was promoted to third base when the owners realized he had a talent for baseball. As Jack struggles to get used to his new surroundings, Ed helps him regain his confidence on and off the field.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
